PSA_ID,Domain,Sub_Category,English,Kiswahili,Ekegusii,Source,Date,Metadata,Somali,Dholuo
AGRI_204,Agriculture,Crop Production,State Dept. promoting millet and sorghum blends as pilot menu in adaptation to climate-resilient diets.,Idara ya Jimbo kukuza mchanganyiko wa mtama na mtama kama menyu ya majaribio katika kukabiliana na lishe inayostahimili hali ya hewa.,Orosagia rwa eserekali ngosegeta ere oboremi rwa obori na amaemba komentwa ase chindagera chia amatemwa korwana na ogoonchoka kwa erire,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Health; qa_tool=azure; qa_roundtrip=0.748; promoted_from=EKEGUSIICORPUS_1600; qa_tool_somali=azure; qa_roundtrip_somali=0.733; qa_tool_dholuo=nllb_selfcheck; qa_roundtrip_dholuo=0.378,Waaxda Gobolka oo dhiirrigelinaysa isku-darka millet iyo sorghum sida menu-ga tijaabada ah ee la qabsiga cuntooyinka cimilada u adkeysan.,Ofis mar Piny owacho jiwo choko ngano gi sorghum kaka chiemo ma ok nyal geng'o kit ngima mar piny.
AGRI_205,Agriculture,Crop Production,Government announces scaling of biofortified crop distribution to schools and households for improved maternal-child nutrition.,Serikali inatangaza kuongeza usambazaji wa mazao ya biofortified kwa shule na kaya kwa ajili ya kuboresha lishe ya mama na mtoto.,Eserekali yararirie okoenana chindagera chitingiri ase chisukuru na chinka ase okorenda omwana okogonka,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Health; qa_tool=azure; qa_roundtrip=0.805; promoted_from=EKEGUSIICORPUS_1602; qa_tool_somali=azure; qa_roundtrip_somali=0.733; qa_tool_dholuo=nllb_selfcheck; qa_roundtrip_dholuo=0.596,Dowladdu waxay ku dhawaaqday ballaarinta qaybinta dalagyada biofortified ee dugsiyada iyo guryaha si loo hagaajiyo nafaqada hooyada iyo ilmaha.,Sirkal ogolo mar keto chenro mar pogo cham ma nigi gik ma loso ngima e skul kod udi mondo omi min gi nyathi obed gi chiemo maber.
AGRI_206,Agriculture,Agribusiness & Market Access,Announcement that local farmer cooperatives are now contracted to supply nutritious meals directly to schools under new pilot model.,Tangazo kwamba vyama vya ushirika vya wakulima wa ndani sasa vimepewa kandarasi ya kusambaza chakula chenye lishe moja kwa moja kwa shule chini ya mtindo mpya wa majaribio.,Okoraria kwarurwe ase ebiombe biàbaremi koira chindagera ao ao eyemo ase eyemo gochia chisukuru ase omoroberio omoyia,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Health; qa_tool=azure; qa_roundtrip=0.91; promoted_from=EKEGUSIICORPUS_1603; qa_tool_somali=azure; qa_roundtrip_somali=0.877; qa_tool_dholuo=nllb_selfcheck; qa_roundtrip_dholuo=0.559,Ogeysiis ah in iskaashatada beeraleyda maxalliga ah hadda loo qandaraasleeyay inay si toos ah ugu siiyaan iskuulada cuntooyin nafaqo leh iyadoo la raacayo qaab cusub oo tijaabo ah.,Owacho ni koro riwruoge mag jopur manie alworano osechano mar chiwo chiemo moromo e skunde e bwo ranyisi manyien mar tich.
AGRI_207,Agriculture,Food Security,"Nairobi County to provide daily lunches to 400,000 primary school pupils via new kitchens to eliminate hunger and support local farmers.","Kaunti ya Nairobi kutoa chakula cha mchana kila siku kwa wanafunzi 400,000 wa shule za msingi kupitia jikoni mpya ili kuondoa njaa na kusaidia wakulima wa ndani.",Ekaunti ya Nairobi korwa chindagera chia mobaso kera rituko ase aborokigwa chirifu chimii inye goetera amariko amayia gokeani enchara na gokonya abaremi basaywe,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Health; qa_tool=azure; qa_roundtrip=0.928; promoted_from=EKEGUSIICORPUS_1605; qa_tool_somali=azure; qa_roundtrip_somali=0.839; qa_tool_dholuo=nllb_selfcheck; qa_roundtrip_dholuo=0.688,"Degmada Nairobi ayaa bixisa qadada maalinlaha ah 400,000 arday dugsiga hoose iyada oo loo marayo jikado cusub si loo baabi'iyo gaajada loona taageero beeralayda deegaanka.","Nairobi County biro chiwo chiemo modiechieng' ne jopuonjre 400,000 mag skul matindo kokalo kuom kitero manyien mondo otiek kech kendo konyo jopur ma kuno."
AGRI_208,Agriculture,Food Security,"Announcement of launch of “ENOUGH” campaign which aims to end child hunger by expanding school meals, climate-smart agriculture, and nutrition advocacy.","Tangazo la uzinduzi wa kampeni ya ""KUTOSHA"" ambayo inakusudia kumaliza njaa ya watoto kwa kupanua chakula cha shule, kilimo kinachofaa hali ya hewa, na utetezi wa lishe.","Okoraria omochakano bw' ekampeini "" ENGIKERANU"" erengete gokanya enchara ase abana chisukuru, oboremi boigwanaine ne rire na oboegereri chindagera",Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Health; qa_tool=azure; qa_roundtrip=0.91; promoted_from=EKEGUSIICORPUS_1656; qa_tool_somali=azure; qa_roundtrip_somali=0.875; qa_tool_dholuo=nllb_selfcheck; qa_roundtrip_dholuo=0.534,"Ogeysiiska bilaabista ololaha ""ENOUGH"" kaas oo ujeedadiisu tahay in la joojiyo gaajada carruurta iyadoo la ballaarinayo cuntada dugsiga, beeraha cimilada ku habboon tahay, iyo u doodista nafaqada.","Owacho ni ochak kampen mar ENOUGH ma dwaro tieko kech mar nyithindo kuom medo chiemb chuny e skul, timo pur mariek, kod jiwo chiemo."
AGRI_209,Agriculture,Crop Production,"Announcing the lauch of Country plan that prioritizes maternal-child nutrition, agriculture‑education integration and multisector tracking.","Kutangaza kuanzishwa kwa mpango wa Nchi ambao unatanguliza lishe ya mama na mtoto, ujumuishaji wa kilimo-elimu na ufuatiliaji wa sekta nyingi.","Okoraria omochakano kobeka chindagera chia abangina amo na abana, gosangiwa amaegerio yoboremi na gotunyana ase chinsagia chinyinge",Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Health; qa_tool=azure; qa_roundtrip=0.85; promoted_from=EKEGUSIICORPUS_1664; qa_tool_somali=nllb; qa_roundtrip_somali=0.748; qa_tool_dholuo=nllb_selfcheck; qa_roundtrip_dholuo=0.47,"Ku dhawaaqida qorshaha waddanka ee mudnaanta siinaya nafaqada hooyada iyo ilmaha, isku-darka beeraha iyo waxbarashada iyo raadinta qaybaha badan.","Lando chenro mar Piny ma keto chien ahinya weche mag pidho nyithindo gi mine, medo tiego ji e weche mag pur kod somo, kod luwo yore mopogore opogore."
AGRI_210,Agriculture,Crop Production,"National target set to raise annual milk yield from 5.2B to 10B liters, boosting smallholder farmer incomes.","Lengo la kitaifa limewekwa kuongeza mavuno ya maziwa ya kila mwaka kutoka lita 5.2B hadi 10B, na kuongeza mapato ya wakulima wadogo.","Orogongo rwairwe enengo yerigesa riamabere kera omwaka korwa chirita ebilion 5 2 goika chibilion 10, naboigo komenta okonyora ase abaremi abake",Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Health; qa_tool=azure; qa_roundtrip=0.809; promoted_from=EKEGUSIICORPUS_1676; qa_tool_somali=azure; qa_roundtrip_somali=0.782; qa_tool_dholuo=nllb_selfcheck; qa_roundtrip_dholuo=0.655,"Bartilmaameed qaran ayaa la dejiyay in la kordhiyo wax-soo-saarka caanaha sanadlaha ah laga bilaabo 5.2B ilaa 10B litir, taasoo kor u qaadaysa dakhliga beeraleyda yaryar.","Chenro mar piny mangima mar medo nyak mar chak mar higa ka higa kuom lita 5.2 B nyaka 10 B, kendo medo pesa ma jopur matindo yudo."
AGRI_211,Agriculture,Livestock,Launch of the MaziwaPlus initiative in Nyeri County to reduce mastitis incidence and curb antibiotic overuse in dairy cattle.,Kuzindua mpango wa MaziwaPlus katika Kaunti ya Nyeri ili kupunguza uwezekano wa ugonjwa wa mastitis na kuzuia matumizi mabaya ya antibiotic katika ng'ombe wa maziwa.,Ogochakigwa kwa'Omoroberio ase MaziwaPlus ase ekaunti ya Nyeri eeio gokeiya oborwaire rwa' chingokero na gokeiya oborwire ase engombe yamabere,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Health; qa_tool=nllb; qa_roundtrip=0.69; promoted_from=EKEGUSIICORPUS_1677; qa_tool_somali=azure; qa_roundtrip_somali=0.691; qa_tool_dholuo=nllb_selfcheck; qa_roundtrip_dholuo=0.637,Bilowga hindisaha MaziwaPlus ee Gobolka Nyeri si loo yareeyo dhacdooyinka mastitis-ka loona xakameeyo isticmaalka xad-dhaafka antibiyootiga ee lo'da caanaha.,Telo mar chenro mar MaziwaPlus e County mar Nyeri mondo okony e tieko tuoche mag mastitis kendo geng'o tiyo gi yedhe makedo gi yedhe mamero mag dhok.
AGRI_212,Agriculture,Livestock,Announcement of multi-sector collaboration to support school nutrition and small-scale dairy livelihoods through public procurement.,Tangazo la ushirikiano wa sekta nyingi kusaidia lishe ya shule na maisha ya maziwa madogo kupitia ununuzi wa umma.,Okoraria ase okobwaterana chinsagia ao ao erio gokonya okragera akuya ase chisukuru na ebitoki gwetera okoonigwa kwa amabere,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Health; qa_tool=azure; qa_roundtrip=0.873; promoted_from=EKEGUSIICORPUS_1680; qa_tool_somali=azure; qa_roundtrip_somali=0.803; qa_tool_dholuo=nllb_selfcheck; qa_roundtrip_dholuo=0.424,Ogeysiis iskaashi dhowr qaybood ah si loo taageero nafaqada dugsiyada iyo nolosha caanaha yaryar iyada oo loo marayo iibsashada dadweynaha.,Riwruok mar pinje mang'eny biro timo chenro mar konyo e siro chiemo ma yudore e skunde kod ngima mar nyithindo matindo e yore mag loso chak kokalo kuom chenro mag loso gik moko.
AGRI_213,Agriculture,Crop Production,"Public statement endorsing millet, sorghum and legumes for sustainability and dietary resilience.","Taarifa ya umma inayoidhinisha mtama, mtama na kunde kwa uendelevu na ustahimilivu wa lishe.","Okoraria ase abanto bonsi nemeroberio yancheire koa okoboko emiogo, chinyeni chiegesare ase okogendereri na okoremereri kw' endagera",Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Health; qa_tool=azure; qa_roundtrip=0.826; promoted_from=EKEGUSIICORPUS_1683; qa_tool_somali=azure; qa_roundtrip_somali=0.673; qa_tool_dholuo=nllb_selfcheck; qa_roundtrip_dholuo=0.331,"Bayaan dadweyne oo taageeraya millet, sorghum iyo digirta si loo taageero waarta iyo adkeysiga cunto.","Weche ma ji wacho e wi chiem, sorghum kod mag magie mondo omi chiemo obed motegno kendo obed motegno."
AGRI_214,Agriculture,Livestock,Launch of four-year dairy quality improvement initiative in central and western Kenya targeting smallholder producers.,Uzinduzi wa mpango wa miaka minne wa kuboresha ubora wa maziwa katikati na magharibi mwa Kenya unaolenga wazalishaji wadogo.,Ogochaki omoroberio bwemiaka ene korosia amabere amaya gatigati na bosongo ya Kenya orengete abaremi abakeabake,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Health; qa_tool=azure; qa_roundtrip=0.742; promoted_from=EKEGUSIICORPUS_1703; qa_tool_somali=nllb; qa_roundtrip_somali=0.708; qa_tool_dholuo=nllb_selfcheck; qa_roundtrip_dholuo=0.603,Bilaabista olole afar sano ah oo lagu hagaajinayo tayada caanaha ee bartamaha iyo galbeedka Kenya oo loogu talagalay soo saarayaasha beeraleyda yaryar.,Chakruok mar chenro mar higni ang'wen mar tiego kit yien mag chak e piny Kenya ma Central kod Western mondo otigo e konyo jopur matindo.
AGRI_215,Agriculture,Livestock,"Announcement setting national target to increase milk production to 10 billion liters, supporting dairy livelihoods and nutrition.","Tangazo la kuweka lengo la kitaifa la kuongeza uzalishaji wa maziwa hadi lita bilioni 10, kusaidia maisha ya maziwa na lishe.","Okoraria kobeka ekerenga ase orogongo rwa Kenya komenta eberengo bia amabere goika chirita chibirioni ikomi, gokonya obogima bwa amabere na chindagera",Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Health; qa_tool=nllb; qa_roundtrip=0.888; promoted_from=EKEGUSIICORPUS_1704; qa_tool_somali=azure; qa_roundtrip_somali=0.886; qa_tool_dholuo=nllb_selfcheck; qa_roundtrip_dholuo=0.562,"Ogeysiis dejinaya bartilmaameed qaran oo ah in la kordhiyo wax soo saarka caanaha ilaa 10 bilyan litir, taasoo taageeraysa nolosha caanaha iyo nafaqada.",Owacho ni chenro mar piny mangima mar medo yien mar chak nyaka lita bilion 10 biro konyo e miyo ji ngima maber kendo e miyo ji chiemo maber.
AGRI_216,Agriculture,Crop Production,"Agriculture State Department outlining action pathways including dietary diversity, youth agri-entrepreneurship, and climate resilience.","Idara ya Jimbo la Kilimo inayoelezea njia za hatua ikiwa ni pamoja na utofauti wa lishe, ujasiriamali wa kilimo cha vijana, na ustahimilivu wa hali ya hewa.","Orosagia rwa oboremi koerera ebitambokero bwogoatanana chindagera ao ao, gotingia oboremi ase abasae na okoremereria kwa rire",Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Health; qa_tool=azure; qa_roundtrip=0.84; promoted_from=EKEGUSIICORPUS_1714; qa_tool_somali=azure; qa_roundtrip_somali=0.757; qa_tool_dholuo=nllb_selfcheck; qa_roundtrip_dholuo=0.585,"Waaxda Gobolka Beeraha oo qeexaysa waddooyinka tallaabooyinka oo ay ku jiraan kala duwanaanshaha cuntada, ganacsiga beeraha dhalinyarada, iyo adkeysiga cimilada.","Ofis mar State Department mar Agriculture ma lero yore mag timo gik moko moriwo koda kit chiemo mopogore opogore, rowere ma timo ohala e yore mag ohala, kod geng'o lokruok e kit yamo."
AGRI_218,Agriculture,Food Security,"Public launch of irrigated crop and fodder production in Naoros, where malnutrition cases among under-fives declined by 41% thanks to integrated agricultural-nutrition interventions.","Kuzindua kwa umma kwa uzalishaji wa mazao ya umwagiliaji na wanyama katika Naoros, ambapo visa vya upungufu wa lishe miongoni mwa watoto chini ya miaka mitano vilipungua kwa 41% kutokana na uingiliaji wa kilimo na lishe ya pamoja.","Ogochakigwa ase abaremi komenta ebitoki ase oboremi ase okonyorokeria amache na chitugo aaria Naoros, ase okoria orachi kwarorekana ase abana inse yemiaka etano egakea ase 41% onye tari ogosoanana gwa okoragera okuya",Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Health; qa_tool=nllb; qa_roundtrip=0.427; promoted_from=EKEGUSIICORPUS_1721; qa_tool_somali=azure; qa_roundtrip_somali=0.402; qa_tool_dholuo=nllb_selfcheck; qa_roundtrip_dholuo=0.42,"Furitaanka dadweynaha ee soo saarista dalagyada waraabka iyo cunto ee Naoros, halkaas oo kiisaska nafaqo-xumo ee da'da ka yar shan sano ay hoos u dhaceen 41% taasoo ay ugu mahadcelinayaan faragelinta isku dhafan ee beeraha iyo nafaqada.","Tiyo gi yien mag yien kod ringo ma ne itiyogo e loso pi e Naoros, kama ne odok chien gi pasent 41 nikech weche ma ne itiyogo e weche mag pidho ji e yore mag pur."
AGRI_219,Agriculture,Sustainable Farming,"Announcement of millet and sorghum adoption to promote climate-smart, nutrient-rich diets at national policy forum.","Tangazo la kupitishwa kwa mtama na mtama ili kukuza lishe bora ya hali ya hewa, yenye virutubishi vingi katika kongamano la sera ya kitaifa.","Koraria oboremi bwamaemba komenta chindagera chikoigwana nerire, bosio bwe' chingongo chinde",Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Health; qa_tool=azure; qa_roundtrip=0.798; promoted_from=EKEGUSIICORPUS_1724; qa_tool_somali=azure; qa_roundtrip_somali=0.772; qa_tool_dholuo=nllb_selfcheck; qa_roundtrip_dholuo=0.151,"Ogeysiiska qaadashada millet iyo sorghum si loo dhiirrigeliyo cuntooyinka cimilada ku habboon iyo nafaqo hodan, shirweynaha siyaasadda qaranka.",Riwruok mar oganda mar oganda mar oganda mar oganda mar oganda mar oganda mar oganda mar oganda mar oganda mar oganda mar oganda mar oganda mar oganda mar oganda mar oganda mar oganda mar oganda mar oganda mar oganda mar oganda mar oganda mar oganda mar oganda mar oganda mar oganda mar oganda mar oganda mar oganda mar oganda mar oganda mar oganda mar oganda mar oganda mar oganda mar oganda mar oganda mar oganda mar oganda mar oganda mar oganda mar oganda mar oganda mar oganda mar oganda mar oganda mar oganda mar oganda mar oganda mar oganda mar oganda mar oganda mar oganda mar oganda mar oganda mar oganda mar oganda mar oganda mar oganda mar oganda mar oganda mar oganda mar
AGRI_220,Agriculture,Crop Production,Official launch of biofertilizer to increase micronutrient content in crops grown in six counties.,Uzinduzi rasmi wa mbolea ya kibayolojia ili kuongeza maudhui ya virutubishi vidogo katika mazao yanayokuzwa katika kaunti sita.,Ogochakiwa bene bw' obwoyo bokorosigwa komenta obotobu ase ebimeria bikoremwa ase chikaunti isano nemo,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Health; qa_tool=azure; qa_roundtrip=0.995; promoted_from=EKEGUSIICORPUS_1729; qa_tool_somali=azure; qa_roundtrip_somali=0.849; qa_tool_dholuo=nllb_selfcheck; qa_roundtrip_dholuo=0.362,Bilaabista rasmiga ah ee biofertilizer si loo kordhiyo waxyaabaha micronutrients-ka ee dalagyada lagu beero lix degmo.,Tugo mar yien mag yien mar loso gik ma kelonegi chiemo e puothe ma ji pidho e gwenge auchiel.
AGRI_221,Agriculture,Crop Production,"Launch of digitized supply chain tool connecting farmers, schools and vendors to improve nutrition transparency in school feeding.","Uzinduzi wa zana ya ugavi wa dijiti inayounganisha wakulima, shule na wachuuzi ili kuboresha uwazi wa lishe katika ulishaji shuleni.","Ogochakigwa kwa oboereri ase dichitol kwabatani abaremi, chisukuru na abaonchoreria kobeka teneni okoragera okuya ase chisukuru",Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Health; qa_tool=azure; qa_roundtrip=0.921; promoted_from=EKEGUSIICORPUS_1763; qa_tool_somali=azure; qa_roundtrip_somali=0.778; qa_tool_dholuo=nllb_selfcheck; qa_roundtrip_dholuo=0.438,"Soo bandhigidda qalab silsilad sahay dijital ah oo isku xira beeraleyda, dugsiyada iyo iibiyeyaasha si loo hagaajiyo hufnaanta nafaqada ee quudinta dugsiyada.","Tugo mar chenro mar loso gik moko obed manyien e yore mag chiwo chiemo e skul, ma oriwo jopur, skunde kod jo ohala."
AGRI_222,Agriculture,Crop Production,"Empowering farmers living with HIV/AIDS a crucial step towards sustainable agriculture, community well-being","Kuwezesha wakulima wanaoishi na VVU/UKIMWI hatua muhimu kuelekea kilimo endelevu, ustawi wa jamii",Gosegeta abaremi bamenyete na enyamoreo negetambokero kiengencho ase okogendereri oboremi nechinka,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Health; qa_tool=nllb; qa_roundtrip=0.889; promoted_from=EKEGUSIICORPUS_1773; qa_tool_somali=nllb; qa_roundtrip_somali=0.856; qa_tool_dholuo=nllb_selfcheck; qa_roundtrip_dholuo=0.732,"Xoojinta beeraleyda qaba HIV/AIDS waa tallaabo muhiim ah oo loo qaaday beeraha joogtada ah, wanaagga bulshada","Miyo jopur ma nigi tuo mar HIV/AIDS teko mar timo dongruok, en okang' maduong' mar dhi nyime gi tich ma dhi nyime mar pur, kod ngima maber mar oganda"
