PSA_ID,Domain,Sub_Category,English,Kiswahili,Ekegusii,Source,Date,Metadata,Somali,Dholuo
AGRI_011,Agriculture,Livestock,Scale up vaccination campaigns and intensify disease surveillance to improve the health of livestock.,Kuongeza kampeni za chanjo na kuongeza ufuatiliaji wa magonjwa ili kuboresha afya ya mifugo.,,"NDMA Embu County Drought Early Warning Bulletin, May 2026 (knowledgeweb.ndma.go.ke; local copy NLP/NDMA/EW_Bulletins.zip - no stable per-file URL, see SOURCES.md)",2026-05-01,tone=advisory; platform=government bulletin; urgency=medium; translation=team; source_lang=en; qa_tool=nllb; qa_roundtrip=0.784; qa_tool_somali=azure; qa_roundtrip_somali=0.756; qa_tool_dholuo=nllb_selfcheck; qa_roundtrip_dholuo=0.438,Kordhi ololayaasha tallaalka iyo xoojinta kormeerka cudurrada si loo hagaajiyo caafimaadka xoolaha.,Med kampen mar chamo yedhe mamero kod medo neno kaka tuoche timore mondo ngima mar jamni obed maber.
AGRI_012,Agriculture,Crop Production,Provide integrated farm advisory services to all farmers engaged in food crop production.,Kutoa huduma jumuishi za ushauri wa kilimo kwa wakulima wote wanaohusika katika uzalishaji wa mazao ya chakula.,,"NDMA Isiolo County Drought Early Warning Bulletin, May 2026 (knowledgeweb.ndma.go.ke; local copy NLP/NDMA/EW_Bulletins.zip - no stable per-file URL, see SOURCES.md)",2026-05-01,tone=advisory; platform=government bulletin; urgency=medium; translation=team; source_lang=en; qa_tool=azure; qa_roundtrip=0.747; qa_tool_somali=nllb; qa_roundtrip_somali=0.714; qa_tool_dholuo=nllb_selfcheck; qa_roundtrip_dholuo=0.512,Siinta adeegyo la-talin beeraha oo isku dhafan dhammaan beeraleyda ku hawlan soo saarista dalagga cuntada.,Chiw kony e yore mag puodho ne jopur duto matimo tij loso cham.
AGRI_013,Agriculture,Livestock,Promote fodder harvesting upon maturity and proper storage.,Kukuza uvunaji wa lishe wakati wa kukomaa na uhifadhi sahihi.,,"NDMA Isiolo County Drought Early Warning Bulletin, May 2026 (knowledgeweb.ndma.go.ke; local copy NLP/NDMA/EW_Bulletins.zip - no stable per-file URL, see SOURCES.md)",2026-05-01,tone=advisory; platform=government bulletin; urgency=medium; translation=team; source_lang=en; qa_tool=azure; qa_roundtrip=0.721; qa_tool_somali=azure; qa_roundtrip_somali=0.368; qa_tool_dholuo=nllb_selfcheck; qa_roundtrip_dholuo=0.351,Kor u qaad goosashada cuntooyinka marka ay bislaan tahay oo kaydinta saxda ah.,Jiw tij choko ring'o ka gisechopo e kinde ma gisechopo e yien kendo kano ring'o e yo makare.
AGRI_014,Agriculture,Crop Production,Promote rain-water harvesting for micro-irrigation to support kitchen gardening and crop production during the dry season.,Kukuza uvunaji wa maji ya mvua kwa umwagiliaji mdogo ili kusaidia bustani ya jikoni na uzalishaji wa mazao wakati wa kiangazi.,,"NDMA Kilifi County Drought Early Warning Bulletin, May 2026 (knowledgeweb.ndma.go.ke; local copy NLP/NDMA/EW_Bulletins.zip - no stable per-file URL, see SOURCES.md)",2026-05-01,tone=advisory; platform=government bulletin; urgency=medium; translation=team; source_lang=en; qa_tool=azure; qa_roundtrip=0.939; qa_tool_somali=azure; qa_roundtrip_somali=0.841; qa_tool_dholuo=nllb_selfcheck; qa_roundtrip_dholuo=0.54,Dhiirrigelinta ururinta biyaha roobka ee micro-waraabka si loo taageero beerta jikada iyo wax-soo-saarka dalagga xilliga qalalan.,Jiwo choko pi koth mondo otigo e miyo pi opong' gi pi matin mondo okony e timo puothe mag puothe kod chamo cham e kinde ma piny ok yot.
AGRI_015,Agriculture,Livestock,Scale up livestock disease surveillance during the rainy season to reduce mortality.,Ongeza ufuatiliaji wa magonjwa ya mifugo wakati wa majira ya mvua ili kupunguza vifo.,,"NDMA Kilifi County Drought Early Warning Bulletin, May 2026 (knowledgeweb.ndma.go.ke; local copy NLP/NDMA/EW_Bulletins.zip - no stable per-file URL, see SOURCES.md)",2026-05-01,tone=advisory; platform=government bulletin; urgency=medium; translation=team; source_lang=en; qa_tool=nllb; qa_roundtrip=0.929; qa_tool_somali=azure; qa_roundtrip_somali=0.705; qa_tool_dholuo=nllb_selfcheck; qa_roundtrip_dholuo=0.641,Kordhi kormeerka cudurrada xoolaha xilliga roobka si loo yareeyo dhimashada.,Med neno kaka tuoche mag jamni timore e kinde koth mondo ji ok tho ahinya.
AGRI_016,Agriculture,Sustainable Farming,"Continue extension services and agricultural advisories to farmers, and encourage close monitoring of weekly weather forecasts.","Endelea huduma za upanuzi na ushauri wa kilimo kwa wakulima, na uhamasishe ufuatiliaji wa karibu wa utabiri wa hali ya hewa wa kila wiki.",,"NDMA Kitui County Drought Early Warning Bulletin, May 2026 (knowledgeweb.ndma.go.ke; local copy NLP/NDMA/EW_Bulletins.zip - no stable per-file URL, see SOURCES.md)",2026-05-01,tone=advisory; platform=government bulletin; urgency=medium; translation=team; source_lang=en; qa_tool=nllb; qa_roundtrip=0.956; qa_tool_somali=azure; qa_roundtrip_somali=0.935; qa_tool_dholuo=nllb_selfcheck; qa_roundtrip_dholuo=0.489,"Sii wad adeegyada fidinta iyo talo-bixinta beeraha ee beeraleyda, iyo dhiirrigelinta kormeerka dhow ee saadaasha cimilada toddobaadlaha ah.","Dhi nyime chiwo kony e weche mag pidho kod tiego jopur e weche mag pur, kendo jiwo mondo omany matut weche ma timore juma ka juma."
AGRI_017,Agriculture,Crop Production,"Provide farm inputs, including certified drought-tolerant seeds, to farmers.","Kutoa bidhaa za kilimo, ikiwa ni pamoja na mbegu zilizoidhinishwa zinazostahimili ukame, kwa wakulima.",,"NDMA Lamu County Drought Early Warning Bulletin, May 2026 (knowledgeweb.ndma.go.ke; local copy NLP/NDMA/EW_Bulletins.zip - no stable per-file URL, see SOURCES.md)",2026-05-01,tone=advisory; platform=government bulletin; urgency=medium; translation=team; source_lang=en; qa_tool=nllb; qa_roundtrip=0.841; qa_tool_somali=azure; qa_roundtrip_somali=0.68; qa_tool_dholuo=nllb_selfcheck; qa_roundtrip_dholuo=0.624,"Beeraleyda waxay siiyaan agabyo beeraleyda, oo ay ku jiraan abuur adkaysi u adkaysi kara abaaraha.",Chiw chiemb puodho moriwo kod kodhi ma nigi ratiro mar geng'o oro ne jopur.
AGRI_018,Agriculture,Livestock,"Monitor pasture, water, body condition, and disease among livestock.","Fuatilia malisho, maji, hali ya mwili, na magonjwa kati ya mifugo.",,"NDMA Lamu County Drought Early Warning Bulletin, May 2026 (knowledgeweb.ndma.go.ke; local copy NLP/NDMA/EW_Bulletins.zip - no stable per-file URL, see SOURCES.md)",2026-05-01,tone=advisory; platform=government bulletin; urgency=medium; translation=team; source_lang=en; qa_tool=azure; qa_roundtrip=0.853; qa_tool_somali=azure; qa_roundtrip_somali=0.758; qa_tool_dholuo=nllb_selfcheck; qa_roundtrip_dholuo=0.596,"La soco daaqsiga, biyaha, xaaladda jirka, iyo cudurrada xoolaha.","Nonuru kuonde ma ji yudoe yiende, pi, chal mar dendgi, kod tuoche ma bedoe e kind jamni."
AGRI_019,Agriculture,Sustainable Farming,"Promote moisture conservation technologies, climate-smart agriculture, integrated pest management, post-harvest management, and crop insurance to mitigate the effects of dry conditions and pest infestations.","Kukuza teknolojia za kuhifadhi unyevu, kilimo kinachofaa hali ya hewa, udhibiti jumuishi wa wadudu, usimamizi wa baada ya mavuno, na bima ya mazao ili kupunguza athari za hali kavu na mashambulizi ya wadudu.",,"NDMA Makueni County Drought Early Warning Bulletin, May 2026 (knowledgeweb.ndma.go.ke; local copy NLP/NDMA/EW_Bulletins.zip - no stable per-file URL, see SOURCES.md)",2026-05-01,tone=advisory; platform=government bulletin; urgency=medium; translation=team; source_lang=en; qa_tool=azure; qa_roundtrip=0.583; qa_tool_somali=azure; qa_roundtrip_somali=0.871; qa_tool_dholuo=nllb_selfcheck; qa_roundtrip_dholuo=0.456,"Dhiirrigelinta tiknoolajiyada ilaalinta qoyaanka, beeraha cimilada ku habboon, maaraynta cayayaanka isku dhafan, maaraynta goosashada kadib, iyo caymiska dalagga si loo yareeyo saameynta xaaladaha qalalan iyo cayayaanka.","Jiwo teknoloji mag rito yuto, timo pur motudore gi kit yamo, tiyo gi yore mopogore opogore mag rito kodhi, rito kodhi, kod rito kodhi bang' keyo, mondo omi ji okethre gi tuoche ma yudo ji nikech kodhi ma nigi kodhi ma yweyo."
AGRI_020,Agriculture,Livestock,"Strengthen surveillance, vaccination, and control of livestock diseases such as Foot and Mouth Disease and Lumpy Skin Disease, while supporting fodder conservation and pasture management.","Imarisha ufuatiliaji, chanjo, na udhibiti wa magonjwa ya mifugo kama vile Ugonjwa wa Miguu na Mdomo na Ugonjwa wa Ngozi ya Uvimbe, huku ukisaidia uhifadhi wa malisho na usimamizi wa malisho.",,"NDMA Makueni County Drought Early Warning Bulletin, May 2026 (knowledgeweb.ndma.go.ke; local copy NLP/NDMA/EW_Bulletins.zip - no stable per-file URL, see SOURCES.md)",2026-05-01,tone=advisory; platform=government bulletin; urgency=medium; translation=team; source_lang=en; qa_tool=azure; qa_roundtrip=0.921; qa_tool_somali=nllb; qa_roundtrip_somali=0.963; qa_tool_dholuo=nllb_selfcheck; qa_roundtrip_dholuo=0.658,"Xoojinta kormeerka, tallaalka iyo xakamaynta cudurrada xoolaha sida Cudurrada Cagta iyo Afka iyo Cudurrada maqaarka ee Lumpy, iyadoo la taageerayo ilaalinta hilibka iyo maaraynta daaqsinada.","Tego chenro mar rito, goyo osuru, kod geng'o tuoche mag jamni kaka tuoche mag tiende kod dho dhogi kod tuoche mag pien ma ok rum, ka gijiwo rito le kod yiende."
AGRI_021,Agriculture,Crop Production,"Supply farm inputs, including drought-tolerant seeds, pesticides, insecticides, and fungicides, to farmers along the irrigated belt.","Sambaza pembejeo za shamba, ikiwa ni pamoja na mbegu zinazostahimili ukame, dawa za kuulia wadudu, na dawa za kuvu, kwa wakulima kando ya ukanda wa umwagiliaji.",,"NDMA Mandera County Drought Early Warning Bulletin, May 2026 (knowledgeweb.ndma.go.ke; local copy NLP/NDMA/EW_Bulletins.zip - no stable per-file URL, see SOURCES.md)",2026-05-01,tone=advisory; platform=government bulletin; urgency=medium; translation=team; source_lang=en; qa_tool=azure; qa_roundtrip=0.824; qa_tool_somali=azure; qa_roundtrip_somali=0.758; qa_tool_dholuo=nllb_selfcheck; qa_roundtrip_dholuo=0.505,"Keen alaabaha beeraha, oo ay ku jiraan abuurka u adkaysta abaaraha, sunta cayayaanka, cayayaanka, iyo fungicides, beeraleyda ku nool aagga waraabka.","Chiw chiemb puodho moriwo kodhi ma nyalo geng'o oro, yedhe makelo tuoche, yedhe makelo tuoche mag chwoyo le, kod yedhe makelo thowi ne jopur manie alworano."
AGRI_022,Agriculture,Livestock,"Procure veterinary drugs and vaccines, and strengthen active livestock disease surveillance.","Nunua dawa za mifugo na chanjo, na uimarishe ufuatiliaji wa magonjwa ya mifugo.",,"NDMA Mandera County Drought Early Warning Bulletin, May 2026 (knowledgeweb.ndma.go.ke; local copy NLP/NDMA/EW_Bulletins.zip - no stable per-file URL, see SOURCES.md)",2026-05-01,tone=advisory; platform=government bulletin; urgency=medium; translation=team; source_lang=en; qa_tool=azure; qa_roundtrip=0.787; qa_tool_somali=azure; qa_roundtrip_somali=0.608; qa_tool_dholuo=nllb_selfcheck; qa_roundtrip_dholuo=0.364,"Helitaanka daawooyinka xoolaha iyo tallaalada, iyo xoojinta kormeerka cudurrada xoolaha ee firfircoon.","Yudo yedhe mamero kod thieth mag dhok, kendo jiwo rito tuoche mag jamni."
AGRI_023,Agriculture,Livestock,"Vaccinate cattle and shoats against PPR and FMD, and undertake deworming and vector control.","Chanjo ya ng'ombe na viatu dhidi ya PPR na FMD, na ufanye dawa ya minyoo na udhibiti wa vekta.",,"NDMA Marsabit County Drought Early Warning Bulletin, May 2026 (knowledgeweb.ndma.go.ke; local copy NLP/NDMA/EW_Bulletins.zip - no stable per-file URL, see SOURCES.md)",2026-05-01,tone=advisory; platform=government bulletin; urgency=medium; translation=team; source_lang=en; qa_tool=azure; qa_roundtrip=0.872; qa_tool_somali=azure; qa_roundtrip_somali=0.717; qa_tool_dholuo=nllb_selfcheck; qa_roundtrip_dholuo=0.544,"Tallaal lo'da iyo shoats si ay uga hortagaan PPR iyo FMD, sidoo kale samee ka hortagga cayayaanka iyo xakamaynta vectors-ka.","Tiego dhok kod le mag dhok mondo oked gi PPR kod FMD, kendo timo nonro mar chango le mag le kod thieth mar yore mag thieth."
AGRI_024,Agriculture,Sustainable Farming,"Promote practices such as mulching and minimum tillage to maintain soil moisture, and promote the farming of drought-resistant crops such as millet and sorghum.","Kuendeleza mazoea kama vile mulching na chini ya kulima ili kudumisha unyevu wa udongo, na kukuza kilimo cha mazao sugu na ukame kama vile millet na sorghum.",,"NDMA Meru County Drought Early Warning Bulletin, May 2026 (knowledgeweb.ndma.go.ke; local copy NLP/NDMA/EW_Bulletins.zip - no stable per-file URL, see SOURCES.md)",2026-05-01,tone=advisory; platform=government bulletin; urgency=medium; translation=team; source_lang=en; qa_tool=nllb; qa_roundtrip=0.899; qa_tool_somali=azure; qa_roundtrip_somali=0.754; qa_tool_dholuo=nllb_selfcheck; qa_roundtrip_dholuo=0.591,"Waxay dhiirrigeliyaan dhaqamada sida mulching iyo beerista yaryar si loo ilaaliyo qoyaanka ciidda, iyo dhiirrigelinta beerista dalagyada u adkeysta abaaraha sida millet iyo sorghum.","Jiwo timbe kaka mag mulching kod timo tij pur matin mondo omi lowo obed gi muya, kendo jiwo pidho cham ma ok nyal yuso yiengni kaka millet kod sorghum."
