PSA_ID,Domain,Language_Detected,Text,Source,Anchor_Text,Date_Scraped
EDU_0011,Education,en,"The TVETMIS system serves as a centralized platform for collecting, processing, and managing data, delivering accurate and reliable insights to stakeholders for evaluating the performance of TVET programs and informing decision-making in Kenya. It aims to drive TVET towards better learning outcomes by providing better, timely, and accurate data for decision-making. The objective is to help track data in a manner that offers the right information to the right set of people at the right time and in the right format to enable decision-making and planning.",https://www.tvet.go.ke/node/382,TVET MIS,2026-07-22
EDU_0012,Education,en,The Ministry verifies academic certificates for Kenyans whenever institutions require applicants’ certificates verified. It conducts certification of academic documents. The Ministry requires original certificates and supporting documents; and certified copies of both sides of the certificates by the issuing institution as a condition to provide the service.,https://www.education.go.ke/certificate-verification,Certificate Verification,2026-07-22
EDU_0013,Education,en,"TVET Tracer database is a web-based solution for tracing Kenyan TVET graduates through an online platform. The versatile database system is an application meant to capture user data. It stands as a cornerstone of opportunity, facilitating direct engagement between employers and graduates. This versatile platform holds numerous benefits that pave the way for the professional growth of our TVET graduates. Click here to access the TVET Tracer Versatile Database",https://www.tvet.go.ke/node/383,TVET TRACER,2026-07-22
EDU_0014,Education,en,"What is Dual TVET The CTVET website aims at creating awareness of the Cooperative (Dual) Training model and strengthening the engagement of the private sector and the Centers of excellence within the Promotion of Youth Employment and Vocational Training programme. You can access information on training programmes, training providers (training institutions and Company partners), Dual VET Courses, upcoming events, innovations, success stories and more! We have also included a part of how you can be involved! The website is developed under the Kenyan-German initiative “Promotion of youth employment and vocational training”, joint initiative between KFW Development Bank and the Ministry of Education. The portal is managed and operated by the AHK Services Eastern Africa Ltd, the organization tasked with Communication and Marketing for this project. Click here to access the Dual TVET Website",https://www.tvet.go.ke/node/384,DUAL TVET,2026-07-22
EDU_0015,Education,en,"The State Department for Technical Vocational Education and Training derives its mandate from Executive Order No. 2 of 2023 on ""Organization of the Government of Kenya"". The State Department promotes access, equity, and relevant and quality technical and vocational education and training. The State Department does this through the development and management of Technical Vocational Education policies, management of Technical Vocational Education Training, Institutes of Science and Technology, National Polytechnics, Vocational Educational Training Institutions (TVETs), Technical Training Institutes, and Youth Polytechnics; registration of TVET Institutions; development of policy and standards for Youth Polytechnics and Vocational Training; and management of Apprenticeships and Training of Technical and Vocational Training. Aims at creating awareness and promotion of Youth Employment and Vocational Training programme. web-based solution for tracing Kenyan TVET graduates through an online platform web-based application used to capture data, processes and reports on various indicators of the institutions. A unified and harmonized RPL system will have a transformative effect on Kenya's workforce and education system.",https://www.tvet.go.ke,TVET,2026-07-22
EDU_0016,Education,en,"Since Independence in 1963, the Government of Kenya has recognized the importance of education both as a basic right as well as a tool for achieving Social Economic development The current primary school population is estimated at 10.4 million children in both public and private primary schools. This rapid growth in primary school population is largely attributed to the introduction of Free Primary Education by the Government in 2002 and other interventions. The enrolment in our schools indicate that Kenya is on track to achieve the Education For All (EFA) and the Millennium Development Goals (MDG) Commitments by 2015. The Kenya’s constitution 2010, Article 43 states that, “the right of every child to be free from hunger and to have adequate food of acceptable quality including clean and safe water in adequate quantities and above all right to education” gives us mandate to ensure that the child access adequate and safe food . Health and nutrition have significant impact on the overall educational achievements of school-age children. Ensuring that children are well fed, healthy and able to learn is essential to the effectiveness of an education system. The ministry of education with technical support of WFP have jointly implemented the school meal programs in food insecure regions of Kenya since 1980 with the objectives to encouraging parents to enroll and keep their children in schools and to encourage pupils to learn these school meal program has been implemented on five year phases since the inception.The SMP programme encompass provision of a mid-day meal to public primary school children in Arid and Semi-Arid Sub-Counties and the informal settlements of Nairobi. By 2008 1.2 million pupils were beneficiaries of the program and this has increased the number of beneficiaries to 1.6 million in Arid and selected schools in Semi-Arid lands. The school meals have contributed immensely to address the challenges affecting access to quality education in Kenya. The homegrown school meals(HGMSP) have expanded to become one of the Kenyans key flagship projects that encourage children from food insecure households to attending school regularly. The program is therefore a major education investment that has contributed to enhanced access on primary school education. There are various school meals feeding program in school which included In-Kind and, cash transfer and community welfare among others. In school health nutrition and meal program we implement the program using In-Kind and Cash Transfer. In in kind program, this involves procuring Food commodities from central place then transported to the Sub-Counties before the Sub-County Director of Education (SCDE) distributes the food commodities to schools. This covers 10 Arid Counties. The Counties include; (Baringo (Tiaty, Marigat, Baringo North, Mogotio East and East Pokot), Garissa, Isiolo, Mandera, Marsabit, Samburu, Tana River, Turkana, Wajir, West Pokot (North Pokot). On cash transfer, the ministry prepares cash payment schedules , cash is transferred to a subsidiary bank to beneficiary’s schools account , school committee manages schools accounts ,there is a special account for schools’ meals only, termly allocation per school is based on verified enrollment at the end of the term ,number of school days in the term, transfer value’; per child per day rate and minus :bank account balances and food carried over stock from the previous term. Once the funds credited at school account, procurement of food commodities goes through competitive tender process, following the guidelines as advise by the ministry. The arid counties benefiting from the program are 10 namely , Baringo,Elgeyo Marakwet,Garissa,Isiolo,Mandera,Marsabit,Samburu,Turkana,TanaRiver,Wajir, Westpokot. Cash transfer is implemented in semi-arid and urban informal settlement scheme. Those in Semi Arid counties are in selected sub counties and includes Baringo (Baringo Central), Elgeyo Marakwet(Keiyo South,Marakwet East And West), Embu(Mbeerenorth And Mbeere South) , Kajiado(Isinya, Kajiado Central ,Kajiado West,Loitokitok And Mashuuru), Kilifi(Ganze,Kaloleni ,Malindi And Magarini), Kitui(Ikutha,Katulani,Kyuso,Lower,Yatta,Mumoni,Mutitu,Mutomo,Mwingi Central,Mwingi East, Tseikuru), Kwale(Kinango, Lungalunga And Matuga), Laikipia(Laikipia Central , Laikipia East,Laikipia North,Laikipia West And Nyahururu0,Lamu(Lamu),Machakos(AthiRiver,Kalama,Machakos,Masinga,Matungulu ,Mwala) Maukeni(Kathozweni,Kibwezi,Makindu,MbooniEast And Nzaui),Narok (Narok East, Narok North ,Narok South And Narok West) ,Nyeri (Kieni East,Kieni West And Nyeri Central), Taita Taveta(Mwatate,Taveta, Voi) And Tharaka Nithi(Maara, Tharakanorth And Tharaka South ). Nairobi has been included as an Informal Settlement scheme with households affected with poverty in Dogerreti, Kamkunji,Kangemi, Kawangware, Kibera, Korogocho, Lower Kabete, Makongeni, Mathare, Mukuru and Westlands. SUMMARY COUNTIES, SUB COUNTIES AND SCHOOLS IN CASH TRANSFER (HOMEGROWN MEAL PROGRAM) SOCIAL ASSESSMENT REPORT VULNERABLE AND MARGINALIZED GROUP PLAN FOR MUNYOYOYA IN TANA RIVER COUNTY VULNERABLE AND MARGINALIZED GROUP PLAN FOR SAKUYE IN MARSABIT COUNTY VULNERABLE AND MARGINALIZED GROUP PLAN FOR MALAKOTE IN GARISSA COUNTY VULNERABLE AND MARGINALIZED GROUP PLAN FOR ILKUNONO IN MARSABIT COUNTY VULNERABLE AND MARGINALIZED GROUP PLAN FOR ABASUBA IN HOMABAY COUNTY VULNERABLE AND MARGINALIZED GROUP PLAN FOR CHERANGANY IN WEST POKOT COUNTY VULNERABLE AND MARGINALIZED GROUP PLAN FOR OGIEK IN BUNGOMA COUNTY VULNERABLE AND MARGINALIZED GROUP PLAN FOR ELMOLO IN MARSABIT COUNTY VULNERABLE AND MARGINALIZED GROUP PLAN FOR NGIKEBOTOK IN TURKANA COUNTY VULNERABLE AND MARGINALIZED GROUP PLAN FOR SENGWER COMMUNITY IN WEST POKOT COUNTY VULNERABLE AND MARGINALIZED GROUP PLAN FOR RIBA COMMUNITY IN WAJIR COUNTY VULNERABLE AND MARGINALIZED GROUP PLAN FOR WAATHA COMMUNITY IN KILIFI COUNTY VULNERABLE AND MARGINALIZED GROUP PLAN FOR WAAYU COMMUNITY IN MARSABIT ELIMU SCHOLARSHIP APPLICATION FORM FOR 202 1 ELIMU SCHOLARSHIP PROGRAMME 202 1 ONLINE APPLICATION INSTRUCTIONS STAKEHOLDER ENGAGEMENT PLAN LIST OF ELIMU SCHOLARSHIP BENEFICIARIES F/Y 2019-2020 GRIEVANCE REDRESS MECHANISM OPERATIONAL MANUAL CONSULTANCY TO ASSESS THE CAPACITY OF JOMO KENYATTA FOUNDATION TO REGULATE, COORDINATE AND MANAGE ORGANISATIONS INVOLVED IN PROVISION OF SCHOLARSHIPS UNDER THE SECONDARY EDUCATION QUALITY IMPROVEMENT PROJECT RECRUITMENT OF MONITORING AND EVALUATION SPECIALIST CONSULTANCY SERVICES FOR A STUDY TO ESTABLISH THE PREVALENCE AND FACTORS PROPAGATING GENDER- BASED AND STUDENTS’ VIOLENCE IN SCHOOLS UNDER THE SECONDARY EDUCATION QUALITY IMPROVEMENT PROJECT TERMS OF REFERENCE FOR CONSULTANCY FOR DESIGN AND IMPLEMENTATION OF AN ADVOCACY, SOCIAL SUPPORT AND GENDER SENSITIZATION PROGRAMME FOR RETENTION OF UPPER PRIMARY PUPILS GRADE 7 & 8 UNDER THE SECONDARY EDUCATION QUALITY IMPROVEMENT PROJECT (SEQIP- P160083) TERMS OF REFERENCE FOR CONSULTANCY TO DESIGN AND SUPPORT IMPLEMENTATION OF A SCHOLARSHIP, MENTORSHIP,GENDER SENSITISATION AND SOCIAL SUPPORT PROGRAMME FOR SECONDARY SCHOOL STUDENTS UNDER THE SECONDARY EDUCATION QUALITY IMPROVEMENT PROJECT (SEQIP- P160083) TERMS OF REFERENCE (TOR) SOCIAL SAFEGUARDS TECHNICAL ASSISTANCE FOR SECONDARY EDUCATION QUALITY IMPROVEMENT PROJECT TERMS OF REFERENCE – CONSULTANCY FOR INDEPENDENT VERIFICATION OF RESULTS IN SAMPLED TARGET SCHOOLS-ALLOCATED TEACHERS, SCHOOL BASED TEACHER SUPPORT SERVICES, PROVISION OF TEXTBOOKS, AND BENEFICIARIES OF THE SCHOLARSHIP AND MENTORSHIP PROGRAM TERMS OF REFERENCE (TOR) FOR THE DESIGN AND CONSTRUCTION SUPERVISION PROJECT APPRAISSAL DOCUMENT PROJECT IMPLEMENTATION MANUAL FINANCIAL MANUAL PROJECT PROCUMENT STRATEGY FOR DEVELOPMENT MINISTRY OF EDUCATION VULNERABLE AND MARGINIZED GROUPS FRAMEWORK REPORT ENVIRONMENTAL AND SOCIAL MANAGEMENT FRAMEWORK The Girls’ Education Challenge (GEC) program seeks to help up to a million of the world’s poorest girls improve their lives through education. I Choose Life-Africa’s Jielimishe Girls’ Education Challenge (GEC) Project is targeting to improve life chances of 10,123 marginalised girls and 6,890 boys from communities in Laikipia, Meru and Mombasa Counties. The five (5) year project, funded by the UK Government through the Department for International Development (DfID) will run from April 2017 to March 2022. Building on the lessons learnt from Jielimishe GEC, the overall goal of Jielimishe GEC T is to improve the life chances of girls, 2,390 in primary school and 7,730 in secondary school using a holistic approach to complete a cycle of education, transition to the next level and demonstrate learning, as well as provide alternative pathways. Besides targeting girls as direct beneficiaries, the project also targets 6,980 boys (3,190 in upper primary and 3,790 in secondary schools). Kenya Primary Education Development Project ( PRIEDE) Component 1: Improving early grade mathematics competencies Component II: Strengthening Primary school management systems Component III: Evidence based policy development Component IV: Project management. The project is expected to run from year 2015 – 2018. The World Bank is the Supervising Entity. The project beneficiaries include: VIDEO: The School Improvement Programme (Kenya) Documentary on TPAD VIDEO: The School Improvement Programme (Kenya) Documentary on Curriculum and Instruction VIDEO: The School Improvement Programme (Kenya) Documentary on School Management and Accountability VIDEO: The School Improvement Programme (Kenya) Documentary on Financial Management VIDEO: The School Improvement Programme (Kenya) Documentary on School Environment and Pupils’ Welfare VIDEO: The School Improvement Programme (Kenya) Documentary on School Specific KCPE Analysis VIDEO: Documentary on School Improvement Programme (Kenya) VIDEO: School Improvement Project(SIP) VIDEO: Sensitization of Kisumu and Siaya Education Stakeholders VIDEO: Director of DPCAD during RCEs,CDE and CPSs during a Workshop VIDEO:How Early Grade mathematics has benefited more that 6 Million Pupils The goal of this programme is to create a culture of creativity, innovation, curiosity and productive entrepreneurship among out of school youth in Kenya. The aspirations of this programme is to apply Science, Technology and Innovation to enable the youth become innovators and job creators. Under this programme, the youth are provided with opportunities and services to help them acquire scientific, technological and innovative skills using their existing knowledge and experiences. In FY 2019/2020, the State Department for Post Training and Skills Development undertook a pilot programme, in collaboration with the Centre for Mathematics, Science and Technology Education in Africa (CEMASTEA), to create Small and Medium-Sized Enterprises (SMEs) through the application of science, technology and innovation. Under this Pilot, 80 youth from 8 Counties were trained. DRAFT STAKEHOLDER ENGAGEMENT PLAN (SEP) DRAFT ENVIRONMENTAL AND SOCIAL SYSTEM ASSESSMENT (ESSA) DRAFT ENVIRONMENTAL AND SOCIAL COMMITMENT PLAN (ESCP) KENYA PRIMARY EDUCATION EQUITY IN LEARNING PROGRAM The Ministry of Education, State Department for Basic Education is implementing the Kenya Primary Education Equity in Learning (KPEEL) Program (2022-2026). The program was declared effective on 5th August, 2022. The program is funded by the World Bank (WB), with IDA credit of USD 160 Million and a grant from the refugee window of USD 40 Million and GOK counterpart funding of Kshs 1 Billion during the four year period of the Program implementation. The main financing instrument of KPEEL Program is the Performance for Results (PforR) whereby disbursement of funds will be contingent on the achievement of specific results, as measured by the seven Disbursement Linked Indicators (DLIs). The PforR is grounded in the Government’s NESSP II (2022 to 2026). NESSP II includes four pillars that are critical for addressing inequities in access to quality basic education: (i) access and participation; (ii) equity and inclusiveness; (iii) quality and relevance; and (iv) governance and accountability. Concerning regional access and quality, NESSP II aims to address regional disparities in access, and improvement in learning outcomes across the country. NESSP II also emphasizes girls’ education and refugees’ education as cross cutting issues. Objectives of the program The Program objectives are to reduce regional disparities in learning outcomes, improve the retention of girls in upper primary education, and strengthen systems for delivering equitable education outcomes. The Results Areas (RAs) for the Program are to: (i) equalize learning opportunities: improving learning outcomes in target counties; (ii) improve girls’ participation in schooling; and (iii) strengthen capacity for implementing initiated reforms. The Program is expected to directly benefit beneficiaries as follows: a) About six million learners in primary education (school grants, girl’s education interventions, school infrastructure development and school meals), including about 221,529 children in refugee hosting counties. b) About 117,900 refugee children in camp-based primary schools. c) Approximately 20,000 diploma teacher trainees in PTTCs. d) About 200,000 primary school teachers.",https://www.education.go.ke/basic-education-programmes,Basic Education,2026-07-22
EDU_0017,Education,en,"The National Physical Science Research Laboratories (NPSRL ) is anchored under the Directorate of Research, Science and Technology with the following functions: 1. To be a center of excellence in physical sciences for quality life” with a mission to generate and transfer cutting edge knowledge in physical sciences and technology through research for socio-economic development. 2. To be NPSRL world class facility and a center of excellence that caters for national, regional and international research needs. 3. To provided one stop research facility handling both basic and applied physical sciences, providing industrial solutions and promotion of science, technology and innovation 4. Establishment of STPs is part of a strategy utilized by countries to stimulate economic growth and facilitate transition from a labor-intensive to a knowledge intensive economy 5. The United States has led the way in STPs creation and the generation of high-tech clusters - Silicon Valley in California 6. Construction works for the pioneer National S&T Park at DeKUT has been completed 7. The S&T parks are aimed at creating 100,000 new jobs 8. Establishment of STPs is part of a strategy utilized by countries to stimulate economic growth and facilitate transition from a labor-intensive to a knowledge intensive economy 9. The United States has led the way in STPs creation and the generation of high-tech clusters - Silicon Valley in California; The S&T parks are aimed at creating 100,000 new jobs The Government in collaboration with the African Union Commission continues to support the Regional Pan African University Institute of Basic Sciences, Technology and Innovation (PAUSTI) at Jomo Kenyatta University of Agriculture and Technology. The institute trains graduates from African Countries at Masters and PhD level in basic sciences and Engineering. The aim is to produce high caliber staff to help exploit Africa’s enormous resources. The first cohort of 55 masters’ students from 16 African countries was admitted in November, 2012 and graduated in November 2014. Since then the Institute has admitted another five cohorts comprising of masters and PhD students. The Institute admitted the last cohort of 118 students as from 31 st January, 2020. The students are drawn from all over Africa from over 30 African Nationalities out of the 54. Funding PAUSTI receives funding from the African Development Bank (ADB) through the Government, Ministry of Education, under the recurrent funds for universities. The financial implication to the Ministry is about Kshs. 70 million disbursed to PAUSTI every year as grants for recurrent expenditure. The institute has used the savings to contract Phase I and II of the PAUSTI block. The Pan African University Institute for Basic Sciences, technology and Innovation (PAUSTI) prides itself as a postgraduate hub of research and innovation featuring a highly diverse faculty, and students drawn from whole of Africa. PAUSTI which is hosted at Jomo Kenyatta University of Agriculture and Technology in Nairobi, Kenya, opened its doors to the pioneer students in November 2012. The inaugural cohort graduated in record time in November 2014. The Institute is mandated to produce leaders and innovators in the fields of Mathematics, Molecular Biology and Biotechnology; Civil Engineering; Mechanical Engineering; Mechatronic Engineering and Electrical Engineering. PAUSTI continues to attract highly talented and motivated students from across Africa. It encourages the students to leverage local wisdom, knowledge and resources; and generate cutting edge knowledge that could be harnessed to provide innovative and sustainable solutions to Africa’s socio-economic challenges. Programmes under PAUSTI Doctor of Philosophy (PhD) in: Master of Science (MSc) in: The ACE II project is resident in the Directorate of the University Education(DUE) and is jointly funded by the Government of Kenya and the World Bank through a credit facility. Three centers have been established in Kenya namely; Egerton University and Jaramogi Oginga Odinga University of Science and Technology which are implementing projects dealing with food security while the third center is Moi University which deals with renewable energy. The project was declared effective from 4 th February, 2017 and will close in June 2022. The three Centers, Egerton University, Jaramogi Oginga Odinga University of Science and Technology and Moi University already received funds and have commenced the project. The main objective of the project is to strengthen the Centers of Excellence by delivering quality post-graduate education and collaborative research in collaboration with industries. The three Centers have altogether enrolled 238 Masters and 104 PhD Students from Kenya and the region. The three centers in Kenya are among 24 Africa Centers of Excellence (ACE) funded up to US$6 million over the project period. The objective of the ACE II project is to strengthen selected Eastern and Southern Africa higher education institutions to deliver quality postgraduate education and build collaborative research capacity in the regional priority areas. The selected ACEs are expected to address specific development challenges facing the region through graduate training in Master’s, PhD, and short-term courses and applied research in the form of partnerships and collaborations with other institutions and the private sector. Eight participating countries Ethiopia, Kenya, Malawi, Mozambique, Rwanda, Tanzania, Uganda and Zambia committed $140 million, credit from the International Development Association (IDA) of the World Bank Group to finance the selected ACEs. The ACEs were selected through an open, objective, transparent and merit-based competitive process based on the following criteria: (a) proposal that addressed a specific challenge in one of the five priority areas in the region – industry, agriculture, health, education and applied statistics; (b) proposal of the highest quality; (c) hosting institution had evident capacity; (d) selection that provided for geographical balance; and (e) the hosting country had International Development Association (IDA) funding eligibility and availability. (a) build institutional capacity to provide quality post-graduate education with relevance to the labor market; (b) build institutional capacity to conduct high quality applied research, relevant to addressing a key development challenge/priority; (c) develop and enhance partnerships with other academic institutions (national, regional and international) to pursue academic excellence; (d) develop and enhance partnerships with industry and the private sector to generate greater impact; (e) improve governance and management of the institution and set up a role model for other higher education institutions; and (f) deliver outreach, and create an impact, to society by delivering excellent teaching and producing high quality applied research. Over the project duration of five years, collectively these ACEs are expected to enroll more than 3,500 graduate students in the regional development priority areas, out of which more than 700 will be PhD students and more than 1,000 will be female students, publish almost 1,500 journal articles, launch more than 300 research collaborations with private sector and other institutions, and generate almost US$30 million in external revenue. The Inter-University Council for East Africa (IUCEA), an institution of the East African Community, was selected by the Regional Steering Committee (RSC) of the ACE II project as the Regional Facilitation Unit (RFU). IUCEA will provide overall coordination, facilitation and administration to the project implementation under the oversight of the RSC. IUCEA, with assistance from the World Bank, coordinated the project preparation including the ACE selection process. IUCEA will provide forums for industry-academic engagement for ACEs to share knowledge on collaborative research ideas. IUCEA will also supervise a competitive scholarship program in which 30 regional students in STEM will be financed for two years to attain a Master’s degree in any of the ACEs. An IDA grant of US$8 million will finance these activities. The project will operate under the overall guidance and oversight of the Regional Steering Committee. RSC comprises of members from participating countries, the private sector and academic experts of international stature. It is envisaged that at the end of the project the centers will have developed sufficient capacity to become sustainable regional hubs for training and research in their specialized fields, capable of leading efforts to address priority development challenges and improve lives in the region. The Inter-University Council for East Africa (IUCEA) is an institution of the East African Community (EAC) responsible for coordinating the development of higher education and research, with its headquarters in Kampala, Uganda. IUCEA is the Regional Facilitation Unit for the ACEII Project.",https://www.education.go.ke/university-education-research-programmes,Higher Education & Research,2026-07-22
EDU_0018,Education,en,"The Government of Kenya (GoK) with the support from the World Bank (WB) is implementing the ‘Kenya Secondary Education Quality Improvement Project’ (SEQIP).The Project is designed to complement other projects and activities financed by the Government under the National Education Strategic Plan (NESP), the Global Partnership for Education (GPE) grant, and other programs supported by various Development Partners (DPs) in the sector. The Constitution of Kenya (2010) has the Bill of Rights at its core, while the country’s Vision 2030 acknowledges the need to reform the education and training system so that it aligns well with the aspirations of the youth, and those of the country on becoming an upper-middle income industrialized nation. The SEQIP will contribute to the twin goals of the World Bank’s global strategy: ending extreme poverty and boosting shared prosperity in a sustainable manner. In particular, the project focuses on the most educationally and economically disadvantaged areas, as well as the poorest and most vulnerable children. The SEQIP will also contribute to a priority in the World Bank’s Africa Development Strategy to accelerate the demographic transition and harness the demographic dividend. The project also responds to a key domain in the Kenya Country Partnership Strategy (2014-18) that aims at building human capital through education and training.",https://www.education.go.ke/secondary-education-quality-improvement-projectseqip,SECONDARY EDUCATION QUALITY  IMPROVEMENT PROJECT(SEQIP),2026-07-22
EDU_0019,Education,en,"The Ministry of Education is designing the Kenya Secondary Education and Equity Quality Improvement Program (SEEQIP) . Improvement of school learning conditions through construction of Laboratories in selected secondary schools is one of the proposed interventions aimed at ensuring equitable access for quality secondary education. The allocation was designed to address disparities in access to STEM facilities, promote equity, and ensure compliance with the mandatory requirement for all senior schools to offer STEM subjects. Allocation was based on needs and not on regional balancing. All counties were included in the allocation and schools that benefitted from other interventions, such as GOK Transition and Infrastructure Grants, have were omitted. After verification, some counties reported schools that had laboratories built by other agencies and provided appropriate replacements. Approved list of SEEQIP labs Download SEEQIP featured in the KEPSHA 2025 National AGM and Conference Magazine “Building Futures: How SEEQIP Will Transform Kenya’s Secondary Education Landscape.” The article highlights the transformative role of the Secondary Education Quality Improvement Project (SEEQIP) in shaping the future of secondary education across the country. Pg 28-29 KEPSHA 2025 SEEQIP PRESENTATION AT KEPSHA ANNOUNCEMENT FOR THE ELIMU SCHOLARSHIP PROGRAMME – 2026 FINAL REFUGEES JKF ELIMU Application form -2026",https://www.education.go.ke/secondary-education-equity-and-quality-improvement-programmeseeqip,Secondary Education Equity and Quality Improvement Programme(SEEQIP),2026-07-22
EDU_0020,Education,en,"The Kenya Secondary Schools Sports Association (KSSSA) , operating under the Ministry of Education, is crucial for promoting and organizing diverse sports activities in secondary schools, aiming for holistic student development and national cohesion through extensive championships. The Ministry of Education has asked all the schools not to engage in unnecessary legal tussles whenever they encounter disagreement among themselves. Speaking in Mumias sports complex stadium, Basic Education Director General Dr. Abdi Elyas termed the cases between public schools as a reckless waste of valuable public resources that could be used in other areas. ""The principal secretary has already issued a circular to that effect; let us adhere to it."" Dr. Abdi asked the school heads during the ongoing National Schools’ Games. He advised them to fully exhaust the existing internal mechanisms, which he said are elaborate and can resolve most of the cases we have. It has been reported that some schools have gone to court to seek redress against each other, especially on sports competitions. To address some of the reported challenges, the director general said the ministry will not allow overage learners to compete with the normal school-going children. ""Sports mercenaries are not allowed in our school; 'mamluki, should not be in our schools,"" Dr. Abdi said He explains that school games are age-based and can allow a maximum of up to only 19 years. ""We cannot expect a 14-year-old learner to fairly compete with a 24-year-old sport mercenary,"" he said, urging schools to adhere to age limits in school activities. He said some rogue schools have perfected a culture of allowing older participants, hence disadvantaging the deserving competitors. He said once fully deployed, the Kenya Education Management Information System (KEMIS) will have a section for young athletes who will grow up to occupy their rightful positions in regional and international fields. ""The system will create a level playing ground for all levels of our learners“, he said. He commented on many schools that have molded young learners into respected men and women. For the first time in its history, the Term 2 National Schools' Championship has been modelled on a mini-Olympics format. Click the link below to view the final results for the National Term Two Secondary School Games 2025: 👉🏾 /sites/default/files/SPORTS%20AND%20DRAMA/FINAL%20RESULTS%20FOR%20TERM%20TWO%20GAMES%202025%20-KAKAMEGA%20(AutoRecovered).pdf The current downpour being witnessed in some parts of the Country has not affected the Federation of East Africa secondary schools sports Association going on in Kakamega County.All the designated fields spread across the schools adjacent to county headquarters have continued uninterrupted for the last four days . Speaking on the sidelines, the FEASSA President thanked the Kenya government for well coordinated arrangements that had registered a successful start. /sites/default/files/WhatsApp%20Video%202025-08-18%20at%2013.07.57.mp4 The Cabinet Secretary for Education, Julius Migos Ogamba , had the honour of officially opening this year’s East African School Games on behalf of His Excellency President Dr. William Samoei Ruto at Bukhungu Stadium, Kakamega County.This annual sporting event, unique to the East African Community region, serves not only as a platform for identifying and nurturing budding talent but also as a key driver of regional integration through competition, cultural exchange, and networking among our youth.Present at the event were Senator Bonny Khalwale, Deputy Governor Ayub Savula, and the Principal Secretary for Higher Education, Dr. Beatrice Inyangala. /sites/default/files/WhatsApp%20Video%202025-08-18%20at%2013.17.06_0.mp4 Kenya has won the overall FEASSA championship with a total of 63 medals as the 22nd edition of the East Africa competition ended yesterday in Kakamega county, Kenya had a total of 21 gold, 24 silver and 18 bronze Uganda followed closely with a total of 48 medals where the country garnered 16 gold overall, 15 silver and 17 bronze. Tanzania came position three with 9 medals, followed by Rwanda with 5 medals, Burundi 2 with Ivory coact getting nothing. Kenya emerged the overall winner in secondary school sports with 42 medals delivering 13 gold, 16 silver and 13 bronze. Uganda followed at position two with a total of 39 medals where 15 were gold, 13 silver and 11 bronze. Rwanda came third with 4 points, Tanzania fourth with 3 points, Burundi fifth with 2 points while Ivory coast tailed with zero points. In the primary school category Kenya still topped with a total of 13 points where 6 were gold, 2 silver and 5 bronze. Uganda followed with a total of 3 points where 1 was gold, 2 silver and 1 bronze. In the Special Needs Education (SNE) learners Category Kenya led with a total of 8 medals which included 2 gold and 6 silver. Tanzania came second in the SNE category with 3 gold and a total of 3 points.",https://www.education.go.ke/national-term-two-games-kakamega,SPORTS,2026-07-22
